date,season,matchday,goalkeeper,penaltytaker,homegame,result,minute,goaldiff,gkclub,ptclub,gkage,ptage,gkexp,ptexp
6169.0,86/87,15.0,"Gundelach, Hans-Jürgen","Allgöwer, Karl",1.0,Tor,69.0,-2.0,Eintracht Frankfurt,VfB Stuttgart,23.0,29.0,2.0,6.0
6169.0,86/87,15.0,"Immel, Eike","Falkenmayer, Ralf",2.0,Tor,77.0,3.0,VfB Stuttgart,Eintracht Frankfurt,26.0,23.0,8.0,6.0
6175.0,86/87,16.0,"Kargus, Rudolf","Kutzop, Michael",1.0,Tor,86.0,-3.0,Fortuna Düsseldorf,SV Werder Bremen,34.0,31.0,15.0,3.0
6176.0,86/87,16.0,"Mager, Reinhard","Kaltz, Manfred",2.0,Tor,90.0,-1.0,Hamburger SV,SV Blau-Weiß Berlin,33.0,34.0,10.0,15.0
6176.0,86/87,16.0,"Scherer, Klaus","Bührer, Karl-Heinz",1.0,gehalten,64.0,-2.0,FC 08 Homburg,SV Waldhof Mannheim,28.0,27.0,0.0,3.0
6176.0,86/87,16.0,"Kamps, Uwe","Woodcock, Tony",2.0,gehalten,80.0,3.0,Borussia Mönchengladbach,1.FC Köln,22.0,31.0,4.0,9.0
6183.0,86/87,17.0,"Mager, Reinhard","Wojcicki, Roman",1.0,Tor,77.0,0.0,SV Blau-Weiß Berlin,FC 08 Homburg,33.0,29.0,10.0,0.0
6183.0,86/87,17.0,"Scherer, Klaus","Flad, Egon",2.0,gehalten,60.0,1.0,FC 08 Homburg,SV Blau-Weiß Berlin,28.0,22.0,0.0,0.0
6183.0,86/87,17.0,"Mager, Reinhard","Wojcicki, Roman",1.0,gehalten,84.0,-1.0,SV Blau-Weiß Berlin,FC 08 Homburg,33.0,29.0,10.0,0.0
6183.0,86/87,17.0,"Kargus, Rudolf","Lameck, Michael",2.0,gehalten,76.0,-2.0,Fortuna Düsseldorf,VfL Bochum,34.0,37.0,15.0,14.0
6260.0,86/87,18.0,"Burdenski, Dieter","Reuter, Stefan",1.0,Tor,74.0,-3.0,SV Werder Bremen,1.FC Nürnberg,36.0,20.0,16.0,1.0
6260.0,86/87,18.0,"Mager, Reinhard","Wuttke, Wolfram",1.0,Tor,86.0,-1.0,SV Blau-Weiß Berlin,1.FC Kaiserslautern,33.0,25.0,10.0,7.0
6267.0,86/87,19.0,"Immel, Eike","Wojcicki, Roman",1.0,Tor,89.0,0.0,VfB Stuttgart,FC 08 Homburg,26.0,29.0,8.0,0.0
6274.0,86/87,27.0,"Köpke, Andreas","Täuber, Klaus",1.0,gehalten,72.0,2.0,1.FC Nürnberg,FC Schalke 04,25.0,29.0,0.0,8.0
6274.0,86/87,19.0,"de Beer, Wolfgang","Schreier, Christian",1.0,Tor,49.0,1.0,Borussia Dortmund,Bayer 04 Leverkusen,23.0,28.0,5.0,5.0
6274.0,86/87,19.0,"Vollborn, Rüdiger","Zorc, Michael",2.0,Tor,36.0,0.0,Bayer 04 Leverkusen,Borussia Dortmund,24.0,24.0,3.0,5.0
6281.0,86/87,20.0,"Burdenski, Dieter","Wuttke, Wolfram",1.0,Tor,24.0,0.0,SV Werder Bremen,1.FC Kaiserslautern,36.0,25.0,16.0,7.0
6281.0,86/87,20.0,"Kargus, Rudolf","Schreier, Christian",2.0,Tor,28.0,-1.0,Fortuna Düsseldorf,Bayer 04 Leverkusen,34.0,28.0,15.0,5.0
6281.0,86/87,20.0,"Mager, Reinhard","Frontzeck, Michael",1.0,Tor,31.0,0.0,SV Blau-Weiß Berlin,Borussia Mönchengladbach,33.0,23.0,10.0,3.0
6281.0,86/87,20.0,"Scherer, Klaus","Täuber, Klaus",1.0,Tor,76.0,-1.0,FC 08 Homburg,FC Schalke 04,28.0,29.0,0.0,8.0
6281.0,86/87,20.0,"Junghans, Walter","Wojcicki, Roman",2.0,Pfosten,44.0,0.0,FC Schalke 04,FC 08 Homburg,28.0,29.0,7.0,0.0
6281.0,86/87,20.0,"Gundelach, Hans-Jürgen","Reuter, Stefan",1.0,Tor,66.0,0.0,Eintracht Frankfurt,1.FC Nürnberg,23.0,20.0,2.0,1.0
6281.0,86/87,20.0,"Zimmermann3, Uwe","Zorc, Michael",1.0,Tor,70.0,-3.0,SV Waldhof Mannheim,Borussia Dortmund,25.0,24.0,3.0,5.0
6288.0,86/87,21.0,"Ehrmann, Gerald","Woelk, Lothar",1.0,Tor,48.0,0.0,1.FC Kaiserslautern,VfL Bochum,28.0,32.0,6.0,9.0
6288.0,86/87,21.0,"Kargus, Rudolf","Walter, Fritz",1.0,Tor,14.0,0.0,Fortuna Düsseldorf,SV Waldhof Mannheim,34.0,26.0,15.0,3.0
6295.0,86/87,22.0,"Gundelach, Hans-Jürgen","Kohr, Harald",1.0,Tor,71.0,0.0,Eintracht Frankfurt,1.FC Kaiserslautern,23.0,25.0,2.0,0.0
6295.0,86/87,22.0,"Zumdick, Ralf","Frontzeck, Michael",1.0,Latte,68.0,-1.0,VfL Bochum,Borussia Mönchengladbach,28.0,23.0,5.0,3.0
6299.0,86/87,18.0,"Scherer, Klaus","Bommer, Rudolf",1.0,Tor,33.0,1.0,FC 08 Homburg,Bayer 05 Uerdingen,28.0,29.0,0.0,10.0
6302.0,86/87,23.0,"Pfaff, Jean-Marie","Wuttke, Wolfram",2.0,gehalten,89.0,3.0,FC Bayern München,1.FC Kaiserslautern,33.0,25.0,4.0,7.0
6308.0,86/87,24.0,"Mager, Reinhard","Nehl, Josef",1.0,Tor,84.0,-2.0,SV Blau-Weiß Berlin,VfL Bochum,34.0,25.0,10.0,0.0
6309.0,86/87,24.0,"Vollack, Werner","Bein, Uwe",1.0,Tor,51.0,2.0,Bayer 05 Uerdingen,1.FC Köln,32.0,26.0,11.0,3.0
6309.0,86/87,24.0,"Pfaff, Jean-Marie","Frontzeck, Michael",1.0,drüber,59.0,0.0,FC Bayern München,Borussia Mönchengladbach,33.0,23.0,4.0,3.0
6312.0,86/87,25.0,"Kargus, Rudolf","Thon, Olaf",1.0,Tor,59.0,-1.0,Fortuna Düsseldorf,FC Schalke 04,34.0,21.0,15.0,2.0
6312.0,86/87,25.0,"Junghans, Walter","Weikl, Josef",2.0,Tor,63.0,2.0,FC Schalke 04,Fortuna Düsseldorf,28.0,33.0,7.0,9.0
6313.0,86/87,25.0,"Illgner, Bodo","Allgöwer, Karl",1.0,Tor,7.0,0.0,1.FC Köln,VfB Stuttgart,20.0,30.0,1.0,6.0
6313.0,86/87,25.0,"Ehrmann, Gerald","Walter, Fritz",1.0,Tor,31.0,0.0,1.FC Kaiserslautern,SV Waldhof Mannheim,28.0,26.0,6.0,3.0
6313.0,86/87,25.0,"Ehrmann, Gerald","Walter, Fritz",1.0,Tor,89.0,0.0,1.FC Kaiserslautern,SV Waldhof Mannheim,28.0,26.0,6.0,3.0
6313.0,86/87,25.0,"Ehrmann, Gerald","Walter, Fritz",1.0,gehalten,33.0,-1.0,1.FC Kaiserslautern,SV Waldhof Mannheim,28.0,26.0,6.0,3.0
6313.0,86/87,25.0,"Ehrmann, Gerald","Neun, Jörg",1.0,gehalten,82.0,1.0,1.FC Kaiserslautern,SV Waldhof Mannheim,28.0,21.0,6.0,1.0
6313.0,86/87,25.0,"Köpke, Andreas","Kuntz1, Stefan",1.0,gehalten,83.0,2.0,1.FC Nürnberg,Bayer 05 Uerdingen,25.0,24.0,0.0,3.0
6319.0,86/87,19.0,"Mager, Reinhard","Funkel1, Wolfgang",2.0,Tor,90.0,1.0,SV Blau-Weiß Berlin,Bayer 05 Uerdingen,34.0,28.0,10.0,2.0
6319.0,86/87,18.0,"Junghans, Walter","Schreier, Christian",2.0,Tor,68.0,0.0,FC Schalke 04,Bayer 04 Leverkusen,28.0,28.0,7.0,5.0
6322.0,86/87,26.0,"Scherer, Klaus","Wuttke, Wolfram",1.0,Tor,14.0,0.0,FC 08 Homburg,1.FC Kaiserslautern,28.0,25.0,0.0,7.0
6322.0,86/87,26.0,"Mager, Reinhard","Theiss, Klaus",1.0,Tor,84.0,2.0,SV Blau-Weiß Berlin,Eintracht Frankfurt,34.0,23.0,10.0,5.0
6323.0,86/87,26.0,"Quasten, Gregor","Rahn, Uwe",1.0,Tor,43.0,-1.0,SV Waldhof Mannheim,Borussia Mönchengladbach,34.0,25.0,4.0,6.0
6323.0,86/87,26.0,"Pfaff, Jean-Marie","Nehl, Josef",1.0,gehalten,60.0,0.0,FC Bayern München,VfL Bochum,33.0,25.0,4.0,0.0
6330.0,86/87,27.0,"Vollack, Werner","Wuttke, Wolfram",2.0,gehalten,39.0,0.0,Bayer 05 Uerdingen,1.FC Kaiserslautern,32.0,25.0,11.0,7.0
6337.0,86/87,28.0,"Immel, Eike","Kohr, Harald",1.0,Tor,73.0,-1.0,VfB Stuttgart,1.FC Kaiserslautern,26.0,25.0,8.0,0.0
6337.0,86/87,28.0,"Köpke, Andreas","Zorc, Michael",2.0,Tor,82.0,0.0,1.FC Nürnberg,Borussia Dortmund,25.0,24.0,0.0,5.0
6337.0,86/87,28.0,"de Beer, Wolfgang","Reuter, Stefan",1.0,Pfosten,30.0,1.0,1.FC Nürnberg,Borussia Dortmund,23.0,20.0,5.0,1.0
6343.0,86/87,29.0,"Kubik, Manfred","Völler, Rudi",2.0,vorbei,17.0,-1.0,Bayer 05 Uerdingen,SV Werder Bremen,20.0,27.0,1.0,6.0
6344.0,86/87,29.0,"de Beer, Wolfgang","Kaltz, Manfred",2.0,Tor,16.0,0.0,Borussia Dortmund,Hamburger SV,23.0,34.0,5.0,15.0
6344.0,86/87,29.0,"Stein, Ulrich","Zorc, Michael",1.0,Tor,20.0,1.0,Hamburger SV,Borussia Dortmund,32.0,24.0,8.0,5.0
6351.0,86/87,30.0,"Quasten, Gregor","Matthäus, Lothar",1.0,Tor,70.0,-2.0,SV Waldhof Mannheim,FC Bayern München,34.0,26.0,4.0,7.0
6351.0,86/87,30.0,"Junghans, Walter","Rahn, Uwe",1.0,Tor,74.0,-1.0,FC Schalke 04,Borussia Mönchengladbach,28.0,25.0,7.0,6.0
6357.0,86/87,31.0,"Zumdick, Ralf","Allgöwer, Karl",1.0,Tor,26.0,1.0,VfL Bochum,VfB Stuttgart,29.0,30.0,5.0,6.0
6357.0,86/87,31.0,"Immel, Eike","Schulz2, Frank",2.0,Tor,88.0,-1.0,VfB Stuttgart,VfL Bochum,26.0,26.0,8.0,3.0
6358.0,86/87,31.0,"Stein, Ulrich","Engels, Stefan",1.0,Tor,90.0,1.0,Hamburger SV,1.FC Köln,32.0,26.0,8.0,8.0
6364.0,86/87,32.0,"Immel, Eike","Falkenmayer, Ralf",1.0,Tor,42.0,0.0,VfB Stuttgart,Eintracht Frankfurt,26.0,24.0,8.0,6.0
6365.0,86/87,32.0,"de Beer, Wolfgang","Ordenewitz, Frank",1.0,Tor,75.0,-3.0,Borussia Dortmund,SV Werder Bremen,23.0,22.0,5.0,3.0
6365.0,86/87,32.0,"Vollack, Werner","Matthäus, Lothar",1.0,Tor,11.0,0.0,Bayer 05 Uerdingen,FC Bayern München,32.0,26.0,11.0,7.0
6372.0,86/87,33.0,"Immel, Eike","Matthäus, Lothar",2.0,Tor,48.0,-2.0,VfB Stuttgart,FC Bayern München,26.0,26.0,8.0,7.0
6376.0,86/87,34.0,"Zumdick, Ralf","Weikl, Josef",2.0,Tor,89.0,1.0,VfL Bochum,Fortuna Düsseldorf,29.0,33.0,5.0,9.0
6376.0,86/87,34.0,"Immel, Eike","Schreier, Christian",1.0,Tor,56.0,0.0,VfB Stuttgart,Bayer 04 Leverkusen,26.0,28.0,8.0,5.0
6376.0,86/87,34.0,"Gundelach, Hans-Jürgen","Zorc, Michael",2.0,gehalten,11.0,0.0,Eintracht Frankfurt,Borussia Dortmund,23.0,24.0,2.0,5.0
6421.0,87/88,1.0,"Illgner, Bodo","Harforth, Michael",1.0,Tor,11.0,0.0,1.FC Köln,Karlsruher SC,20.0,28.0,2.0,6.0
6427.0,87/88,2.0,"Serr, Michael","Janßen, Olaf",1.0,Tor,87.0,0.0,1.FC Kaiserslautern,1.FC Köln,25.0,20.0,1.0,2.0
6438.0,87/88,3.0,"Raps, Ralf","Kaltz, Manfred",1.0,Tor,31.0,0.0,Hannover 96,Hamburger SV,26.0,34.0,6.0,16.0
6442.0,87/88,4.0,"Famulla, Alexander","Reich, Siegfried",1.0,Tor,25.0,1.0,Karlsruher SC,Hannover 96,27.0,27.0,0.0,6.0
6442.0,87/88,4.0,"Famulla, Alexander","Reich, Siegfried",1.0,Tor,72.0,1.0,Karlsruher SC,Hannover 96,27.0,27.0,0.0,6.0
6445.0,87/88,5.0,"Vollack, Werner","Ordenewitz, Frank",2.0,gehalten,88.0,1.0,Bayer 05 Uerdingen,SV Werder Bremen,32.0,22.0,12.0,4.0
6453.0,87/88,6.0,"Pfaff, Jean-Marie","Rahn, Uwe",1.0,Tor,45.0,-1.0,FC Bayern München,Borussia Mönchengladbach,33.0,25.0,5.0,7.0
6453.0,87/88,6.0,"Reck, Oliver","Allgöwer, Karl",2.0,Tor,83.0,4.0,SV Werder Bremen,VfB Stuttgart,22.0,30.0,4.0,7.0
6453.0,87/88,6.0,"Immel, Eike","Ordenewitz, Frank",1.0,Tor,85.0,-3.0,VfB Stuttgart,SV Werder Bremen,26.0,22.0,9.0,4.0
6456.0,87/88,7.0,"Schumacher2, Harald","Walter, Fritz",1.0,Tor,71.0,-1.0,FC Schalke 04,VfB Stuttgart,33.0,27.0,14.0,4.0
6462.0,87/88,8.0,"Gundelach, Hans-Jürgen","Neun, Jörg",2.0,gehalten,28.0,2.0,Eintracht Frankfurt,SV Waldhof Mannheim,23.0,21.0,3.0,2.0
6462.0,87/88,8.0,"de Beer, Wolfgang","Ordenewitz, Frank",1.0,Tor,52.0,-3.0,Borussia Dortmund,SV Werder Bremen,23.0,22.0,6.0,4.0
6477.0,87/88,10.0,"Kamps, Uwe","Kaltz, Manfred",2.0,Tor,47.0,2.0,Borussia Mönchengladbach,Hamburger SV,23.0,34.0,5.0,16.0
6479.0,87/88,10.0,"Zumdick, Ralf","Bommer, Rudolf",2.0,Tor,74.0,-1.0,VfL Bochum,Bayer 05 Uerdingen,29.0,30.0,6.0,11.0
6484.0,87/88,11.0,"Ehrmann, Gerald","Falkenmayer, Ralf",1.0,Tor,74.0,-1.0,1.FC Kaiserslautern,Bayer 04 Leverkusen,28.0,24.0,7.0,7.0
6484.0,87/88,11.0,"Vollborn, Rüdiger","Wuttke, Wolfram",2.0,vorbei,37.0,1.0,Bayer 04 Leverkusen,1.FC Kaiserslautern,24.0,25.0,4.0,8.0
6484.0,87/88,11.0,"Ehrmann, Gerald","Schreier, Christian",1.0,Pfosten,54.0,-1.0,1.FC Kaiserslautern,Bayer 04 Leverkusen,28.0,28.0,7.0,6.0
6491.0,87/88,12.0,"Köpke, Andreas","Ordenewitz, Frank",1.0,gehalten,42.0,0.0,1.FC Nürnberg,SV Werder Bremen,25.0,22.0,1.0,4.0
6498.0,87/88,13.0,"Gundelach, Hans-Jürgen","Engels, Stefan",2.0,gehalten,12.0,0.0,Eintracht Frankfurt,1.FC Köln,23.0,27.0,3.0,9.0
6512.0,87/88,14.0,"Vollack, Werner","Pagelsdorf, Frank",2.0,Tor,51.0,1.0,Bayer 05 Uerdingen,Borussia Dortmund,32.0,29.0,12.0,7.0
6512.0,87/88,14.0,"de Beer, Wolfgang","Prytz, Robert",1.0,Tor,71.0,0.0,Borussia Dortmund,Bayer 05 Uerdingen,23.0,27.0,6.0,0.0
6512.0,87/88,14.0,"Raps, Ralf","Reuter, Stefan",2.0,Tor,30.0,-1.0,Hannover 96,1.FC Nürnberg,27.0,21.0,6.0,2.0
6512.0,87/88,14.0,"Köpke, Andreas","Reich, Siegfried",1.0,Tor,68.0,2.0,1.FC Nürnberg,Hannover 96,25.0,28.0,1.0,6.0
6512.0,87/88,14.0,"Pfaff, Jean-Marie","Woelk, Lothar",1.0,drüber,17.0,0.0,FC Bayern München,VfL Bochum,34.0,33.0,5.0,10.0
6519.0,87/88,15.0,"Famulla, Alexander","Reuter, Stefan",1.0,gehalten,54.0,-2.0,Karlsruher SC,1.FC Nürnberg,27.0,21.0,0.0,2.0
6525.0,87/88,16.0,"de Beer, Wolfgang","Schreier, Christian",1.0,Tor,2.0,0.0,Borussia Dortmund,Bayer 04 Leverkusen,23.0,28.0,6.0,6.0
6526.0,87/88,16.0,"Famulla, Alexander","Bruns1, Hans-Günter",2.0,Tor,82.0,1.0,Karlsruher SC,Borussia Mönchengladbach,27.0,33.0,0.0,13.0
6526.0,87/88,16.0,"Raps, Ralf","Detari, Lajos",2.0,Tor,17.0,0.0,Hannover 96,Eintracht Frankfurt,27.0,24.0,6.0,0.0
6526.0,87/88,16.0,"Stein, Ulrich","Grillemeier, Gregor",1.0,Tor,25.0,1.0,Eintracht Frankfurt,Hannover 96,33.0,28.0,9.0,9.0
6529.0,87/88,16.0,"Zumdick, Ralf","Jambo, Stefan",2.0,Tor,40.0,0.0,VfL Bochum,FC 08 Homburg,29.0,29.0,6.0,2.0
6533.0,87/88,17.0,"de Beer, Wolfgang","Kaltz, Manfred",2.0,Tor,34.0,0.0,Borussia Dortmund,Hamburger SV,23.0,34.0,6.0,16.0
6533.0,87/88,17.0,"Koitka, Heinz-Josef","Pagelsdorf, Frank",1.0,gehalten,41.0,1.0,Hamburger SV,Borussia Dortmund,35.0,29.0,12.0,7.0
6533.0,87/88,17.0,"Famulla, Alexander","Smolarek, Wlodzimierz",1.0,Tor,83.0,-3.0,Karlsruher SC,Eintracht Frankfurt,27.0,30.0,0.0,1.0
6533.0,87/88,17.0,"Schumacher2, Harald","Ordenewitz, Frank",1.0,Tor,52.0,-1.0,FC Schalke 04,SV Werder Bremen,33.0,22.0,14.0,4.0
6533.0,87/88,17.0,"Schumacher2, Harald","Ordenewitz, Frank",1.0,Tor,89.0,-4.0,FC Schalke 04,SV Werder Bremen,33.0,22.0,14.0,4.0
6533.0,87/88,17.0,"Famulla, Alexander","Schulz2, Frank",1.0,gehalten,90.0,-4.0,Karlsruher SC,Eintracht Frankfurt,27.0,26.0,0.0,4.0
6539.0,87/88,18.0,"Kahn, Oliver","Littbarski, Pierre",1.0,Tor,89.0,-3.0,Karlsruher SC,1.FC Köln,18.0,27.0,0.0,9.0
6624.0,87/88,20.0,"Famulla, Alexander","Hannes, Wilfried",1.0,Tor,65.0,-2.0,Karlsruher SC,FC Schalke 04,27.0,30.0,0.0,12.0
6624.0,87/88,20.0,"Raps, Ralf","Kaltz, Manfred",2.0,Tor,73.0,2.0,Hannover 96,Hamburger SV,27.0,35.0,6.0,16.0
6624.0,87/88,20.0,"Zimmermann3, Uwe","Matthäus, Lothar",2.0,gehalten,90.0,-1.0,SV Waldhof Mannheim,FC Bayern München,26.0,27.0,4.0,8.0
6631.0,87/88,21.0,"Vollack, Werner","Matthäus, Lothar",1.0,Tor,58.0,-2.0,FC 08 Homburg,FC Bayern München,33.0,27.0,12.0,8.0
6631.0,87/88,21.0,"Kubik, Manfred","Littbarski, Pierre",2.0,Tor,11.0,0.0,Bayer 05 Uerdingen,1.FC Köln,21.0,27.0,2.0,9.0
6631.0,87/88,21.0,"Illgner, Bodo","Prytz, Robert",1.0,Tor,15.0,1.0,1.FC Köln,Bayer 05 Uerdingen,20.0,28.0,2.0,0.0
6638.0,87/88,22.0,"Zumdick, Ralf","Thon, Olaf",1.0,Tor,73.0,0.0,VfL Bochum,FC Schalke 04,29.0,21.0,6.0,3.0
6638.0,87/88,22.0,"Köpke, Andreas","Matthäus, Lothar",2.0,Tor,67.0,-2.0,1.FC Nürnberg,FC Bayern München,26.0,27.0,1.0,8.0
6652.0,87/88,24.0,"Immel, Eike","Thon, Olaf",1.0,Tor,59.0,2.0,VfB Stuttgart,FC Schalke 04,27.0,21.0,9.0,3.0
6652.0,87/88,24.0,"Stein, Ulrich","Matthäus, Lothar",2.0,Tor,73.0,1.0,Eintracht Frankfurt,FC Bayern München,33.0,27.0,9.0,8.0
6655.0,87/88,25.0,"Vollborn, Rüdiger","Thon, Olaf",2.0,gehalten,8.0,0.0,Bayer 04 Leverkusen,FC Schalke 04,25.0,21.0,4.0,3.0
6659.0,87/88,26.0,"Reck, Oliver","Matthäus, Lothar",2.0,Tor,25.0,0.0,SV Werder Bremen,FC Bayern München,23.0,27.0,4.0,8.0
6659.0,87/88,26.0,"Aumann, Raimond","Ordenewitz, Frank",1.0,Tor,26.0,1.0,FC Bayern München,SV Werder Bremen,24.0,23.0,3.0,4.0
6659.0,87/88,26.0,"Zimmermann3, Uwe","Littbarski, Pierre",1.0,Tor,85.0,-2.0,SV Waldhof Mannheim,1.FC Köln,26.0,28.0,4.0,9.0
6659.0,87/88,26.0,"Zimmermann3, Uwe","Engels, Stefan",1.0,Tor,77.0,-1.0,SV Waldhof Mannheim,1.FC Köln,26.0,27.0,4.0,9.0
6659.0,87/88,26.0,"Vollborn, Rüdiger","Reich, Siegfried",1.0,Tor,30.0,-1.0,Bayer 04 Leverkusen,Hannover 96,25.0,28.0,4.0,6.0
6659.0,87/88,26.0,"Schumacher2, Harald","Pagelsdorf, Frank",2.0,gehalten,87.0,3.0,FC Schalke 04,Borussia Dortmund,34.0,30.0,14.0,7.0
6673.0,87/88,27.0,"Ehrmann, Gerald","Allgöwer, Karl",1.0,Tor,83.0,-1.0,1.FC Kaiserslautern,VfB Stuttgart,29.0,31.0,7.0,7.0
6673.0,87/88,27.0,"Schumacher2, Harald","Matthäus, Lothar",1.0,Tor,22.0,1.0,FC Schalke 04,FC Bayern München,34.0,27.0,14.0,8.0
6673.0,87/88,27.0,"Schumacher2, Harald","Matthäus, Lothar",1.0,Tor,39.0,-2.0,FC Schalke 04,FC Bayern München,34.0,27.0,14.0,8.0
6679.0,87/88,28.0,"Vollborn, Rüdiger","Kohr, Harald",1.0,Tor,51.0,0.0,Bayer 04 Leverkusen,1.FC Kaiserslautern,25.0,26.0,4.0,1.0
6680.0,87/88,28.0,"Golz, Richard","Prytz, Robert",1.0,Tor,24.0,0.0,Hamburger SV,Bayer 05 Uerdingen,19.0,28.0,0.0,0.0
6683.0,87/88,23.0,"Kubik, Manfred","Thon, Olaf",2.0,Tor,90.0,4.0,Bayer 05 Uerdingen,FC Schalke 04,21.0,22.0,2.0,3.0
6686.0,87/88,29.0,"Ehrmann, Gerald","Zorc, Michael",1.0,Tor,20.0,0.0,1.FC Kaiserslautern,Borussia Dortmund,29.0,25.0,7.0,6.0
6687.0,87/88,29.0,"Famulla, Alexander","Wegmann, Uwe",1.0,Tor,90.0,0.0,Karlsruher SC,FC Bayern München,27.0,24.0,0.0,2.0
6687.0,87/88,29.0,"Raps, Ralf","Güttler, Günter",1.0,gehalten,21.0,0.0,Hannover 96,SV Waldhof Mannheim,27.0,26.0,6.0,7.0
6693.0,87/88,30.0,"Famulla, Alexander","Dais, Gerd",2.0,Tor,40.0,1.0,Karlsruher SC,SV Waldhof Mannheim,27.0,24.0,0.0,5.0
6694.0,87/88,30.0,"de Beer, Wolfgang","Kree, Martin",1.0,Tor,37.0,0.0,Borussia Dortmund,VfL Bochum,24.0,23.0,6.0,4.0
6694.0,87/88,30.0,"Vollborn, Rüdiger","Prytz, Robert",1.0,Tor,3.0,0.0,Bayer 04 Leverkusen,Bayer 05 Uerdingen,25.0,28.0,4.0,0.0
6697.0,87/88,31.0,"de Beer, Wolfgang","Prytz, Robert",2.0,Tor,52.0,1.0,Borussia Dortmund,Bayer 05 Uerdingen,24.0,28.0,6.0,0.0
6697.0,87/88,31.0,"Kubik, Manfred","Zorc, Michael",1.0,Tor,42.0,1.0,Bayer 05 Uerdingen,Borussia Dortmund,21.0,25.0,2.0,6.0
6697.0,87/88,31.0,"Kubik, Manfred","Zorc, Michael",1.0,Tor,90.0,-1.0,Bayer 05 Uerdingen,Borussia Dortmund,21.0,25.0,2.0,6.0
6697.0,87/88,31.0,"Immel, Eike","Falkenmayer, Ralf",1.0,Tor,31.0,1.0,VfB Stuttgart,Bayer 04 Leverkusen,27.0,25.0,9.0,7.0
6701.0,87/88,32.0,"Reck, Oliver","Littbarski, Pierre",1.0,Tor,50.0,-1.0,SV Werder Bremen,1.FC Köln,23.0,28.0,4.0,9.0
6701.0,87/88,32.0,"Immel, Eike","Zorc, Michael",2.0,Tor,13.0,0.0,VfB Stuttgart,Borussia Dortmund,27.0,25.0,9.0,6.0
6701.0,87/88,32.0,"Koitka, Heinz-Josef","Falkenmayer, Ralf",2.0,Tor,82.0,2.0,Hamburger SV,Bayer 04 Leverkusen,36.0,25.0,12.0,7.0
6701.0,87/88,32.0,"Aumann, Raimond","Prytz, Robert",1.0,gehalten,51.0,0.0,FC Bayern München,Bayer 05 Uerdingen,24.0,28.0,3.0,0.0
6708.0,87/88,33.0,"Kubik, Manfred","Cvetkovic, Zvezdan",1.0,Tor,20.0,0.0,Bayer 05 Uerdingen,SV Waldhof Mannheim,21.0,28.0,2.0,0.0
6708.0,87/88,33.0,"Vollborn, Rüdiger","Zorc, Michael",1.0,Tor,84.0,1.0,Bayer 04 Leverkusen,Borussia Dortmund,25.0,25.0,4.0,6.0
6708.0,87/88,33.0,"Schumacher2, Harald","Littbarski, Pierre",1.0,Tor,74.0,0.0,FC Schalke 04,1.FC Köln,34.0,28.0,14.0,9.0
6708.0,87/88,33.0,"Vollack, Werner","Kree, Martin",2.0,vorbei,19.0,0.0,FC 08 Homburg,VfL Bochum,33.0,23.0,12.0,4.0
6715.0,87/88,34.0,"Köpke, Andreas","Zumdick, Ralf",1.0,Tor,88.0,-2.0,1.FC Nürnberg,VfL Bochum,26.0,30.0,1.0,6.0
6715.0,87/88,34.0,"Meyer, Rolf","Kaltz, Manfred",1.0,Tor,66.0,2.0,Borussia Dortmund,Hamburger SV,32.0,35.0,4.0,16.0
6715.0,87/88,34.0,"Meyer, Rolf","Kaltz, Manfred",1.0,Tor,81.0,1.0,Borussia Dortmund,Hamburger SV,32.0,35.0,4.0,16.0
6715.0,87/88,34.0,"Wulf, Hans","Littbarski, Pierre",2.0,Tor,55.0,-1.0,Hannover 96,1.FC Köln,36.0,28.0,0.0,9.0
6715.0,87/88,34.0,"Kamps, Uwe","Kohr, Harald",1.0,vorbei,43.0,1.0,Borussia Mönchengladbach,1.FC Kaiserslautern,24.0,26.0,5.0,1.0
6784.0,88/89,2.0,"Raps, Ralf","Allgöwer, Karl",1.0,Tor,67.0,0.0,Hannover 96,VfB Stuttgart,27.0,31.0,7.0,8.0
6799.0,88/89,3.0,"Stein, Ulrich","Flad, Egon",1.0,Tor,63.0,0.0,Eintracht Frankfurt,FC St.Pauli,33.0,24.0,10.0,2.0
6799.0,88/89,3.0,"Famulla, Alexander","Grabosch, Bernd",1.0,Tor,17.0,0.0,Karlsruher SC,Stuttgarter Kickers,27.0,29.0,1.0,2.0
6802.0,88/89,3.0,"Zumdick, Ralf","Allofs1, Thomas",1.0,Tor,89.0,0.0,VfL Bochum,1.FC Köln,30.0,28.0,7.0,10.0
6805.0,88/89,4.0,"Ippig, Volker","Harforth, Michael",1.0,Tor,90.0,-1.0,FC St.Pauli,Karlsruher SC,25.0,29.0,0.0,7.0
6806.0,88/89,4.0,"Reck, Oliver","Criens, Hans-Jörg",1.0,Tor,87.0,-2.0,SV Werder Bremen,Borussia Mönchengladbach,23.0,27.0,5.0,6.0
6806.0,88/89,4.0,"Laukkanen, Kari","Allgöwer, Karl",1.0,Tor,18.0,0.0,Stuttgarter Kickers,VfB Stuttgart,24.0,31.0,0.0,8.0
6806.0,88/89,4.0,"de Beer, Wolfgang","Schreier, Christian",1.0,gehalten,57.0,0.0,Borussia Dortmund,Bayer 04 Leverkusen,24.0,29.0,7.0,7.0
